# Auto-generated by harness/gen-macros.py from reference/valkey/src/*.h
# DO NOT hand-edit. To refine a row, change HEURISTICS in the generator or
# (preferably) override per-macro by editing harness/macro-overrides.tsv (TODO).
#
# Total macros: 2402
# Columns (tab-separated):
#   name              C macro identifier
#   file              header where defined
#   line              line number
#   kind              object | function
#   category          constant | alias | sizeof | cast | ternary | reply-alias | function-like | flag | complex
#   c_body            raw C body (first 80 chars; truncated with ... if longer)
#   rust_mapping      suggested Rust translation (TODO if unclear)

CLUSTER_REDIR_NONE	cluster.h	22	object	complex	0          /* Node can serve the request. */	TODO(architect): see C definition
CLUSTER_REDIR_CROSS_SLOT	cluster.h	23	object	complex	1    /* -CROSSSLOT request. */	TODO(architect): see C definition
CLUSTER_REDIR_UNSTABLE	cluster.h	24	object	complex	2      /* -TRYAGAIN redirection required */	TODO(architect): see C definition
CLUSTER_REDIR_ASK	cluster.h	25	object	complex	3           /* -ASK redirection required. */	TODO(architect): see C definition
CLUSTER_REDIR_MOVED	cluster.h	26	object	complex	4         /* -MOVED redirection required. */	TODO(architect): see C definition
CLUSTER_REDIR_DOWN_STATE	cluster.h	27	object	complex	5    /* -CLUSTERDOWN, global state. */	TODO(architect): see C definition
CLUSTER_REDIR_DOWN_UNBOUND	cluster.h	28	object	complex	6  /* -CLUSTERDOWN, unbound slot. */	TODO(architect): see C definition
CLUSTER_REDIR_DOWN_RO_STATE	cluster.h	29	object	complex	7 /* -CLUSTERDOWN, allow reads. */	TODO(architect): see C definition
CLUSTER_OPERATION_TIMEOUT	cluster.h	32	object	constant	2000	pub const CLUSTER_OPERATION_TIMEOUT: i64 = 2000;
CLUSTER_MODULE_FLAG_NONE	cluster.h	40	object	constant	0	pub const CLUSTER_MODULE_FLAG_NONE: i64 = 0;
CLUSTER_MODULE_FLAG_NO_FAILOVER	cluster.h	41	object	complex	(1 << 1)	TODO(architect): see C definition
CLUSTER_MODULE_FLAG_NO_REDIRECTION	cluster.h	42	object	complex	(1 << 2)	TODO(architect): see C definition
CLUSTER_BROADCAST_ALL	cluster.h	45	object	complex	0            /* All known instances. */	TODO(architect): see C definition
CLUSTER_BROADCAST_LOCAL_REPLICAS	cluster.h	46	object	complex	1 /* All replicas in my primary-replicas ring. */	TODO(architect): see C definition
CLUSTER_LEGACY_H	cluster_legacy.h	2	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
CLUSTER_PORT_INCR	cluster_legacy.h	5	object	complex	10000 /* Cluster port = baseport + PORT_INCR */	TODO(architect): see C definition
CLUSTER_FAIL_REPORT_VALIDITY_MULT	cluster_legacy.h	9	object	complex	2  /* Fail report validity. */	TODO(architect): see C definition
CLUSTER_FAIL_UNDO_TIME_MULT	cluster_legacy.h	10	object	complex	2        /* Undo fail if primary is back. */	TODO(architect): see C definition
CLUSTER_MF_PAUSE_MULT	cluster_legacy.h	11	object	complex	2              /* Primary pause manual failover mult. */	TODO(architect): see C definition
CLUSTER_REPLICA_MIGRATION_DELAY	cluster_legacy.h	12	object	complex	5000 /* Delay for replica migration. */	TODO(architect): see C definition
CLUSTER_CANT_FAILOVER_NONE	cluster_legacy.h	15	object	constant	0	pub const CLUSTER_CANT_FAILOVER_NONE: i64 = 0;
CLUSTER_CANT_FAILOVER_DATA_AGE	cluster_legacy.h	16	object	constant	1	pub const CLUSTER_CANT_FAILOVER_DATA_AGE: i64 = 1;
CLUSTER_CANT_FAILOVER_WAITING_DELAY	cluster_legacy.h	17	object	constant	2	pub const CLUSTER_CANT_FAILOVER_WAITING_DELAY: i64 = 2;
CLUSTER_CANT_FAILOVER_EXPIRED	cluster_legacy.h	18	object	constant	3	pub const CLUSTER_CANT_FAILOVER_EXPIRED: i64 = 3;
CLUSTER_CANT_FAILOVER_WAITING_VOTES	cluster_legacy.h	19	object	constant	4	pub const CLUSTER_CANT_FAILOVER_WAITING_VOTES: i64 = 4;
CLUSTER_CANT_FAILOVER_RELOG_PERIOD	cluster_legacy.h	20	object	complex	1 /* seconds. */	TODO(architect): see C definition
CLUSTER_TODO_HANDLE_FAILOVER	cluster_legacy.h	23	object	complex	(1 << 0)	TODO(architect): see C definition
CLUSTER_TODO_UPDATE_STATE	cluster_legacy.h	24	object	complex	(1 << 1)	TODO(architect): see C definition
CLUSTER_TODO_SAVE_CONFIG	cluster_legacy.h	25	object	complex	(1 << 2)	TODO(architect): see C definition
CLUSTER_TODO_FSYNC_CONFIG	cluster_legacy.h	26	object	complex	(1 << 3)	TODO(architect): see C definition
CLUSTER_TODO_HANDLE_MANUALFAILOVER	cluster_legacy.h	27	object	complex	(1 << 4)	TODO(architect): see C definition
CLUSTER_TODO_BROADCAST_ALL	cluster_legacy.h	28	object	complex	(1 << 5)	TODO(architect): see C definition
CLUSTER_TODO_HANDLE_SLOT_MIGRATION	cluster_legacy.h	29	object	complex	(1 << 6)	TODO(architect): see C definition
CLUSTER_LINK_EXTENSIONS_SUPPORTED	cluster_legacy.h	47	object	complex	(1 << 0) /* This link supports extensions. */	TODO(architect): see C definition
linkSupportsExtension	cluster_legacy.h	49	function	function-like	((link)->flags & CLUSTER_LINK_EXTENSIONS_SUPPORTED)	TODO(architect): function-like macro; translate at call site
CLUSTER_NODE_PRIMARY	cluster_legacy.h	52	object	complex	(1 << 0)                                             /* The node is a primary */	TODO(architect): see C definition
CLUSTER_NODE_REPLICA	cluster_legacy.h	53	object	complex	(1 << 1)                                             /* The node is a replica */	TODO(architect): see C definition
CLUSTER_NODE_PFAIL	cluster_legacy.h	54	object	complex	(1 << 2)                                               /* Failure? Need ackno...	TODO(architect): see C definition
CLUSTER_NODE_FAIL	cluster_legacy.h	55	object	complex	(1 << 3)                                                /* The node is believ...	TODO(architect): see C definition
CLUSTER_NODE_MYSELF	cluster_legacy.h	56	object	complex	(1 << 4)                                              /* This node is myself */	TODO(architect): see C definition
CLUSTER_NODE_HANDSHAKE	cluster_legacy.h	57	object	complex	(1 << 5)                                           /* We have still to exchan...	TODO(architect): see C definition
CLUSTER_NODE_NOADDR	cluster_legacy.h	58	object	complex	(1 << 6)                                              /* We don't know the ad...	TODO(architect): see C definition
CLUSTER_NODE_MEET	cluster_legacy.h	59	object	complex	(1 << 7)                                                /* Send a MEET messag...	TODO(architect): see C definition
CLUSTER_NODE_MIGRATE_TO	cluster_legacy.h	60	object	complex	(1 << 8)                                          /* Primary eligible for rep...	TODO(architect): see C definition
CLUSTER_NODE_NOFAILOVER	cluster_legacy.h	61	object	complex	(1 << 9)                                          /* Replica will not try to ...	TODO(architect): see C definition
CLUSTER_NODE_EXTENSIONS_SUPPORTED	cluster_legacy.h	62	object	complex	(1 << 10)                               /* This node supports extensions. */	TODO(architect): see C definition
CLUSTER_NODE_LIGHT_HDR_PUBLISH_SUPPORTED	cluster_legacy.h	63	object	complex	(1 << 11)                        /* This node supports light message header f...	TODO(architect): see C definition
CLUSTER_NODE_LIGHT_HDR_MODULE_SUPPORTED	cluster_legacy.h	64	object	complex	(1 << 12)                         /* This node supports light message header ...	TODO(architect): see C definition
CLUSTER_NODE_MULTI_MEET_SUPPORTED	cluster_legacy.h	67	object	complex	CLUSTER_NODE_LIGHT_HDR_MODULE_SUPPORTED /* This node handles multi meet packe...	TODO(architect): see C definition
CLUSTER_NODE_MY_PRIMARY_FAIL	cluster_legacy.h	71	object	complex	(1 << 13)                                    /* myself is a replica and my pr...	TODO(architect): see C definition
CLUSTER_NODE_NULL_NAME	cluster_legacy.h	75	object	complex	\n    "\\000\\000\\000\\000\\000\\000\\000\\000\\000\\000\\000\\000\\000\\000\\000\\000\\000\\00...	TODO(architect): see C definition
nodeIsPrimary	cluster_legacy.h	77	function	function-like	((n)->flags & CLUSTER_NODE_PRIMARY)	TODO(architect): function-like macro; translate at call site
nodeIsReplica	cluster_legacy.h	78	function	function-like	((n)->flags & CLUSTER_NODE_REPLICA)	TODO(architect): function-like macro; translate at call site
nodeInHandshake	cluster_legacy.h	79	function	function-like	((n)->flags & CLUSTER_NODE_HANDSHAKE)	TODO(architect): function-like macro; translate at call site
nodeInMeetState	cluster_legacy.h	80	function	function-like	((n)->flags & CLUSTER_NODE_MEET)	TODO(architect): function-like macro; translate at call site
nodeHasAddr	cluster_legacy.h	81	function	function-like	(!((n)->flags & CLUSTER_NODE_NOADDR))	TODO(architect): function-like macro; translate at call site
nodeTimedOut	cluster_legacy.h	82	function	function-like	((n)->flags & CLUSTER_NODE_PFAIL)	TODO(architect): function-like macro; translate at call site
nodeFailed	cluster_legacy.h	83	function	function-like	((n)->flags & CLUSTER_NODE_FAIL)	TODO(architect): function-like macro; translate at call site
nodeCantFailover	cluster_legacy.h	84	function	function-like	((n)->flags & CLUSTER_NODE_NOFAILOVER)	TODO(architect): function-like macro; translate at call site
nodeSupportsExtensions	cluster_legacy.h	85	function	function-like	((n)->flags & CLUSTER_NODE_EXTENSIONS_SUPPORTED)	TODO(architect): function-like macro; translate at call site
nodeSupportsMultiMeet	cluster_legacy.h	86	function	function-like	((n)->flags & CLUSTER_NODE_MULTI_MEET_SUPPORTED)	TODO(architect): function-like macro; translate at call site
nodeInNormalState	cluster_legacy.h	87	function	function-like	(!((n)->flags & (CLUSTER_NODE_HANDSHAKE | CLUSTER_NODE_MEET | CLUSTER_NODE_PF...	TODO(architect): function-like macro; translate at call site
nodePrimaryIsFail	cluster_legacy.h	88	function	function-like	((n)->flags & CLUSTER_NODE_MY_PRIMARY_FAIL)	TODO(architect): function-like macro; translate at call site
CLUSTERMSG_TYPE_PING	cluster_legacy.h	98	object	complex	0                  /* Ping */	TODO(architect): see C definition
CLUSTERMSG_TYPE_PONG	cluster_legacy.h	99	object	complex	1                  /* Pong (reply to Ping) */	TODO(architect): see C definition
CLUSTERMSG_TYPE_MEET	cluster_legacy.h	100	object	complex	2                  /* Meet "let's join" message */	TODO(architect): see C definition
CLUSTERMSG_TYPE_FAIL	cluster_legacy.h	101	object	complex	3                  /* Mark node xxx as failing */	TODO(architect): see C definition
CLUSTERMSG_TYPE_PUBLISH	cluster_legacy.h	102	object	complex	4               /* Pub/Sub Publish propagation */	TODO(architect): see C definition
CLUSTERMSG_TYPE_FAILOVER_AUTH_REQUEST	cluster_legacy.h	103	object	complex	5 /* May I failover? */	TODO(architect): see C definition
CLUSTERMSG_TYPE_FAILOVER_AUTH_ACK	cluster_legacy.h	104	object	complex	6     /* Yes, you have my vote */	TODO(architect): see C definition
CLUSTERMSG_TYPE_UPDATE	cluster_legacy.h	105	object	complex	7                /* Another node slots configuration */	TODO(architect): see C definition
CLUSTERMSG_TYPE_MFSTART	cluster_legacy.h	106	object	complex	8               /* Pause clients for manual failover */	TODO(architect): see C definition
CLUSTERMSG_TYPE_MODULE	cluster_legacy.h	107	object	complex	9                /* Module cluster API message. */	TODO(architect): see C definition
CLUSTERMSG_TYPE_PUBLISHSHARD	cluster_legacy.h	108	object	complex	10         /* Pub/Sub Publish shard propagation */	TODO(architect): see C definition
CLUSTERMSG_TYPE_COUNT	cluster_legacy.h	109	object	complex	11                /* Total number of message types. */	TODO(architect): see C definition
CLUSTERMSG_LIGHT	cluster_legacy.h	111	object	complex	0x8000 /* Modifier bit for message types that support light header */	TODO(architect): see C definition
CLUSTERMSG_MODIFIER_MASK	cluster_legacy.h	113	object	complex	(CLUSTERMSG_LIGHT) /* Modifier mask for header types. (if we add more in the ...	TODO(architect): see C definition
IS_LIGHT_MESSAGE	cluster_legacy.h	116	function	function-like	((type) & CLUSTERMSG_LIGHT)	TODO(architect): function-like macro; translate at call site
EIGHT_BYTE_ALIGN	cluster_legacy.h	179	function	function-like	((((size) + 7) / 8) * 8)	TODO(architect): function-like macro; translate at call site
CLUSTER_PROTO_VER	cluster_legacy.h	269	object	complex	1 /* Cluster bus protocol version. */	TODO(architect): see C definition
CLUSTERMSG_MIN_LEN	cluster_legacy.h	330	object	complex	(sizeof(clusterMsg) - sizeof(union clusterMsgData))	TODO(architect): see C definition
CLUSTERMSG_FLAG0_PAUSED	cluster_legacy.h	334	object	complex	(1 << 0)   /* Primary paused for manual failover. */	TODO(architect): see C definition
CLUSTERMSG_FLAG0_FORCEACK	cluster_legacy.h	336	object	complex	(1 << 1) /* Give ACK to AUTH_REQUEST even if\n                                ...	TODO(architect): see C definition
CLUSTERMSG_FLAG0_EXT_DATA	cluster_legacy.h	337	object	complex	(1 << 2) /* Message contains extension data */	TODO(architect): see C definition
CLUSTERMSG_LIGHT_MIN_LEN	cluster_legacy.h	357	object	complex	(sizeof(clusterMsgLight) - sizeof(union clusterMsgData))	TODO(architect): see C definition
__CLUSTER_MIGRATESLOTS_H	cluster_migrateslots.h	2	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
__COMMANDLOG_H__	commandlog.h	31	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
COMMANDLOG_ENTRY_MAX_ARGC	commandlog.h	35	object	constant	32	pub const COMMANDLOG_ENTRY_MAX_ARGC: i64 = 32;
COMMANDLOG_ENTRY_MAX_STRING	commandlog.h	36	object	constant	128	pub const COMMANDLOG_ENTRY_MAX_STRING: i64 = 128;
VALKEY_COMMANDS_H	commands.h	2	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
CMD_ARG_NONE	commands.h	17	object	complex	(0)	TODO(architect): see C definition
CMD_ARG_OPTIONAL	commands.h	18	object	complex	(1 << 0)	TODO(architect): see C definition
CMD_ARG_MULTIPLE	commands.h	19	object	complex	(1 << 1)	TODO(architect): see C definition
CMD_ARG_MULTIPLE_TOKEN	commands.h	20	object	complex	(1 << 2)	TODO(architect): see C definition
COMMAND_GET	commands.h	22	object	constant	0	pub const COMMAND_GET: i64 = 0;
COMMAND_SET	commands.h	23	object	constant	1	pub const COMMAND_SET: i64 = 1;
COMMAND_HGET	commands.h	24	object	constant	2	pub const COMMAND_HGET: i64 = 2;
COMMAND_HSET	commands.h	25	object	constant	3	pub const COMMAND_HSET: i64 = 3;
COMMAND_MSET	commands.h	26	object	constant	4	pub const COMMAND_MSET: i64 = 4;
CMD_WRITE	commands.h	30	object	complex	(1ULL << 0)	TODO(architect): see C definition
CMD_READONLY	commands.h	31	object	complex	(1ULL << 1)	TODO(architect): see C definition
CMD_DENYOOM	commands.h	32	object	complex	(1ULL << 2)	TODO(architect): see C definition
CMD_MODULE	commands.h	33	object	complex	(1ULL << 3) /* Command exported by module. */	TODO(architect): see C definition
CMD_ADMIN	commands.h	34	object	complex	(1ULL << 4)	TODO(architect): see C definition
CMD_PUBSUB	commands.h	35	object	complex	(1ULL << 5)	TODO(architect): see C definition
CMD_NOSCRIPT	commands.h	36	object	complex	(1ULL << 6)	TODO(architect): see C definition
CMD_BLOCKING	commands.h	37	object	complex	(1ULL << 8) /* Has potential to block. */	TODO(architect): see C definition
CMD_LOADING	commands.h	38	object	complex	(1ULL << 9)	TODO(architect): see C definition
CMD_STALE	commands.h	39	object	complex	(1ULL << 10)	TODO(architect): see C definition
CMD_SKIP_MONITOR	commands.h	40	object	complex	(1ULL << 11)	TODO(architect): see C definition
CMD_SKIP_COMMANDLOG	commands.h	41	object	complex	(1ULL << 12)	TODO(architect): see C definition
CMD_ASKING	commands.h	42	object	complex	(1ULL << 13)	TODO(architect): see C definition
CMD_FAST	commands.h	43	object	complex	(1ULL << 14)	TODO(architect): see C definition
CMD_NO_AUTH	commands.h	44	object	complex	(1ULL << 15)	TODO(architect): see C definition
CMD_MAY_REPLICATE	commands.h	45	object	complex	(1ULL << 16)	TODO(architect): see C definition
CMD_SENTINEL	commands.h	46	object	complex	(1ULL << 17)	TODO(architect): see C definition
CMD_ONLY_SENTINEL	commands.h	47	object	complex	(1ULL << 18)	TODO(architect): see C definition
CMD_NO_MANDATORY_KEYS	commands.h	48	object	complex	(1ULL << 19)	TODO(architect): see C definition
CMD_PROTECTED	commands.h	49	object	complex	(1ULL << 20)	TODO(architect): see C definition
CMD_MODULE_GETKEYS	commands.h	50	object	complex	(1ULL << 21)    /* Use the modules getkeys interface. */	TODO(architect): see C definition
CMD_MODULE_NO_CLUSTER	commands.h	51	object	complex	(1ULL << 22) /* Deny on Cluster. */	TODO(architect): see C definition
CMD_NO_ASYNC_LOADING	commands.h	52	object	complex	(1ULL << 23)	TODO(architect): see C definition
CMD_NO_MULTI	commands.h	53	object	complex	(1ULL << 24)	TODO(architect): see C definition
CMD_MOVABLE_KEYS	commands.h	55	object	complex	(1ULL << 25) /* The legacy range spec doesn't cover all keys.\n               ...	TODO(architect): see C definition
CMD_ALLOW_BUSY	commands.h	56	object	complex	((1ULL << 26))	TODO(architect): see C definition
CMD_MODULE_GETCHANNELS	commands.h	57	object	complex	(1ULL << 27) /* Use the modules getchannels interface. */	TODO(architect): see C definition
CMD_TOUCHES_ARBITRARY_KEYS	commands.h	58	object	complex	(1ULL << 28)	TODO(architect): see C definition
CMD_ALL_DBS	commands.h	59	object	complex	(1ULL << 29)	TODO(architect): see C definition
CONFIG_H	config.h	31	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
MAC_OS_10_6_DETECTED	config.h	46	object	flag		// (empty body — likely a feature flag; check #ifdef sites)
valkey_fstat	config.h	51	object	alias	fstat64	pub use crate::fstat64;  // alias
valkey_stat	config.h	52	object	alias	stat64	pub use crate::stat64;  // alias
valkey_fstat	config.h	54	object	alias	fstat	pub use crate::fstat;  // alias
valkey_stat	config.h	55	object	alias	stat	pub use crate::stat;  // alias
HAVE_PROC_STAT	config.h	60	object	constant	1	pub const HAVE_PROC_STAT: i64 = 1;
HAVE_PROC_MAPS	config.h	61	object	constant	1	pub const HAVE_PROC_MAPS: i64 = 1;
HAVE_PROC_SMAPS	config.h	62	object	constant	1	pub const HAVE_PROC_SMAPS: i64 = 1;
HAVE_PROC_SOMAXCONN	config.h	63	object	constant	1	pub const HAVE_PROC_SOMAXCONN: i64 = 1;
HAVE_PROC_OOM_SCORE_ADJ	config.h	64	object	constant	1	pub const HAVE_PROC_OOM_SCORE_ADJ: i64 = 1;
HAVE_TASKINFO	config.h	69	object	constant	1	pub const HAVE_TASKINFO: i64 = 1;
HAVE_SYSCTL_KIPC_SOMAXCONN	config.h	74	object	constant	1	pub const HAVE_SYSCTL_KIPC_SOMAXCONN: i64 = 1;
HAVE_SYSCTL_KERN_SOMAXCONN	config.h	76	object	constant	1	pub const HAVE_SYSCTL_KERN_SOMAXCONN: i64 = 1;
HAVE_BACKTRACE	config.h	83	object	constant	1	pub const HAVE_BACKTRACE: i64 = 1;
HAVE_MSG_NOSIGNAL	config.h	88	object	constant	1	pub const HAVE_MSG_NOSIGNAL: i64 = 1;
HAVE_SOCKOPTMARKID	config.h	90	object	constant	1	pub const HAVE_SOCKOPTMARKID: i64 = 1;
SOCKOPTMARKID	config.h	91	object	alias	SO_MARK	pub use crate::SO_MARK;  // alias
HAVE_EPOLL	config.h	97	object	constant	1	pub const HAVE_EPOLL: i64 = 1;
HAVE_ACCEPT4	config.h	104	object	constant	1	pub const HAVE_ACCEPT4: i64 = 1;
HAVE_PIPE2	config.h	111	object	constant	1	pub const HAVE_PIPE2: i64 = 1;
HAVE_KQUEUE	config.h	117	object	constant	1	pub const HAVE_KQUEUE: i64 = 1;
HAVE_EVPORT	config.h	123	object	constant	1	pub const HAVE_EVPORT: i64 = 1;
HAVE_PSINFO	config.h	124	object	constant	1	pub const HAVE_PSINFO: i64 = 1;
valkey_fsync	config.h	130	function	function-like	fdatasync(fd)	TODO(architect): function-like macro; translate at call site
valkey_fsync	config.h	132	function	function-like	fcntl(fd, F_FULLFSYNC)	TODO(architect): function-like macro; translate at call site
valkey_fsync	config.h	134	function	function-like	fsync(fd)	TODO(architect): function-like macro; translate at call site
HAVE_SOCKOPTMARKID	config.h	139	object	constant	1	pub const HAVE_SOCKOPTMARKID: i64 = 1;
SOCKOPTMARKID	config.h	140	object	alias	SO_USER_COOKIE	pub use crate::SO_USER_COOKIE;  // alias
HAVE_SOCKOPTMARKID	config.h	146	object	constant	1	pub const HAVE_SOCKOPTMARKID: i64 = 1;
SOCKOPTMARKID	config.h	147	object	alias	SO_RTABLE	pub use crate::SO_RTABLE;  // alias
valkey_unreachable	config.h	152	object	alias	__builtin_unreachable	pub use crate::__builtin_unreachable;  // alias
valkey_unreachable	config.h	155	object	alias	abort	pub use crate::abort;  // alias
likely	config.h	159	function	function-like	__builtin_expect(!!(x), 1)	TODO(architect): function-like macro; translate at call site
unlikely	config.h	160	function	function-like	__builtin_expect(!!(x), 0)	TODO(architect): function-like macro; translate at call site
likely	config.h	162	function	function-like	(x)	TODO(architect): function-like macro; translate at call site
unlikely	config.h	163	function	function-like	(x)	TODO(architect): function-like macro; translate at call site
VALKEY_NO_SANITIZE	config.h	168	function	function-like	__attribute__((no_sanitize(sanitizer)))	TODO(architect): function-like macro; translate at call site
VALKEY_NO_SANITIZE	config.h	172	function	flag		// (empty body — likely a feature flag; check #ifdef sites)
VALKEY_ADDRESS_SANITIZER	config.h	177	object	constant	1	pub const VALKEY_ADDRESS_SANITIZER: i64 = 1;
VALKEY_ADDRESS_SANITIZER	config.h	181	object	constant	1	pub const VALKEY_ADDRESS_SANITIZER: i64 = 1;
VALKEY_THREAD_SANITIZER	config.h	187	object	constant	1	pub const VALKEY_THREAD_SANITIZER: i64 = 1;
VALKEY_THREAD_SANITIZER	config.h	191	object	constant	1	pub const VALKEY_THREAD_SANITIZER: i64 = 1;
HAVE_SYNC_FILE_RANGE	config.h	198	object	constant	1	pub const HAVE_SYNC_FILE_RANGE: i64 = 1;
rdb_fsync_range	config.h	200	function	function-like	\n    sync_file_range(fd, off, size, SYNC_FILE_RANGE_WAIT_BEFORE | SYNC_FILE_R...	TODO(architect): function-like macro; translate at call site
